#,japanese,,,,translation
2008,あれこれ,あれこれ,이것저것,,"this and that, one thing or another"
2840,合わせる,あわせる,합치다,,"match (something), adapt (oneself)"
2560,慌ただしい,あわただしい,분주하다,,busy and hurried
2416,慌てる,あわてる,서두르다,,"be flustered, be in a hurry"
2804,案,あん,안,,"plan, idea"
2283,アンケート,あんけーと,"설문조사, 안케이트",,questionnaire
1036,安心,あんしん,안심,,"peace of mind, relief"
682,安全,あんぜん,안전,,"safety, security"
2867,安定,あんてい,안정,,"stability, composure"
1061,案内,あんない,안내,,"guide, guidance"
1393,あんなに,あんなに,저렇게\,,"that much, such"
1801,あんまり,あんまり,너무,,"(not) that much, (not) so much"
1277,胃,い,위,,stomach
328,いい,いい,좋다,,good (informal/spoken form)
2636,言い返す,いいかえす,반박하다,,talk back
2299,いい加減,いいかげん,이제,,"irresponsible, careless"
1094,言い方,いいかた,말투,,"way of speaking, expression"
2301,言い訳,いいわけ,핑게,,excuse
27,言う,いう,"말하다, 하다",,"say, tell"
4,家,いえ,집,,"home, household"
1757,以下,いか,이하,,below
2593,烏賊,いか,오징어,,squid
392,以外,いがい,이외,,except for
1557,いかが,いかが,어떤지,,how
1394,行き,いき,행,,"going, bound for"
2629,行き止まり,いきどまり,막다른 길,,dead end
1802,いきなり,いきなり,갑자기,,"all of a sudden, suddenly"
571,生きる,いきる,살다,,live (one’s life)
1,行く,いく,가다,,go
485,いくつ,いくつ,몇 개,,"how many, how old"
719,いくら,いくら,"얼마, 아무리",値段を聞く時は「얼마」、「いくら～でも」のときは「아무리」,how much (money)
1082,池,いけ,연못,,pond
456,意見,いけん,의견,,opinion
2857,以降,いこう,이후,,"thereafter, later than"
1083,石,いし,돌,,"stone, small rock"
2797,維持,いじ,유지,,"maintenance, upkeep"
2721,意識,いしき,의식,,"consciousness, awareness"
2205,苛める,いじめる,괴롭히다,,"bully, abuse"
1038,医者,いしゃ,의사,,"doctor (colloquial, plain)"
2962,医師,いしゃ,의사,,"doctor, physician (formal)"
409,以上,いじょう,이상,,"more than, not less than"
2165,意地悪だ,いじわるだ,못됐다,,"mean, ill-natured"
480,椅子,いす,의자,,chair
1998,いずれ,いずれ,결국,,"sometime later, eventually"
2715,以前,いぜん,이전,,"before, ago"
463,忙しい,いそがしい,바쁘다,,"busy, occupied"
730,急ぐ,いそぐ,서두르다,,"hurry, do quickly"
234,痛い,いたい,아프다,,"sore, painful"
658,いたずら,いたずら,장난,,"mischief, prank"
2755,頂く,いただく,"받다, 먹다",もらうときには「바다」、食べる時には「먹다」,"receive, eat (humble)"
1983,痛み,いたみ,아픔,,"pain, ache"
1495,傷める,いためる,다치다,,"damage, hurt"
2319,炒める,いためる,볶다,,stir-fry
2914,至る,いたる,이르다,,"come to, reach"
196,一,いち,"하나, 일",固有数詞では「하나」、漢語数詞では「일」,one
881,位置,いち,위치,,"position, location"
2105,いちいち,いちいち,일일히,,"every time, about everything"
2945,一応,いちおう,일단,,"tentatively, just in case"
1637,苺,いちご,딸기,,strawberry
2133,一度に,いちどに,한꺼번에,,"all at once, at a time"
2230,市場,いちば,시장,,"market (industrial, financial, etc.)"
135,一番,いちばん,제일,,"most, best"
924,一部,いちぶ,일부,,part
9,いつ,いつ,언제,,when
310,五日,いつか,오일,,"five days, fifth of the month"
743,いつか,いつか,언젠가,,"some time, some day"
775,いつ頃,いつごろ,언제 쯤,,"about when, about what time"
808,一緒,いっしょ,같이,,"together, same (colloquial)"
1429,一生懸命,いっしょうけんめい,열심히,,"hard-working, doing one’s best"
147,一緒に,いっしょに,같이,,"together, at the same time"
2890,一体,いったい,도대체,,what on earth
370,五つ,いつつ,다섯 개,,five (things)
2052,一定,いってい,일정,,"fixed, certain"
1220,いつでも,いつでも,언제나,,"at all times, any time"
2631,いつの間に,いつのまに,어느 새,,without anyone noticing
2126,いつの間にか,いつのまにか,어느 새,,"before noticing it, out of nowhere"
311,いっぱい,いっぱい,많이,,full
1942,一般,いっぱん,일반,,"general, common"
1749,一方,いっぽう,일방,,"one way, the other party"
2180,いつまでも,いつまでも,언제까지나,,forever
102,いつも,いつも,항상,,always (colloquial)
2026,糸,いと,실,,"thread, yarn"
2819,移動,いどう,이동,,"movement, shift"
513,いとこ,いとこ,사촌,,cousin
1977,田舎,いなか,시골,,"hometown, countryside"
787,犬,いぬ,개,,dog
2201,居眠り,いねむり,졸음,,"doze, catnap"
2961,命,いのち,목숨,,life (colloquial)
2221,威張る,いばる,잘란 척하다,,"be arrogant, be boastful"
1687,いびき,いびき,코 고는 소리,,snoring
21,今,いま,지금,,now
1991,居間,いま,거실,,living room
2561,今ごろ,いまごろ,지금 쯤,,"by now, at this time"
1265,今まで,いままで,지금까지,,until now
414,意味,いみ,"뜻, 의미",,"meaning, sense"
2762,イメージ,いめーじ,이미지,,image
349,妹,いもうと,여동생,,younger sister
609,嫌,いや,싫다,,dislike (situational)
2128,嫌がる,いやがる,싫어하다,,"dislike, be unwilling"
1697,イヤリング,いやりんぐ,귀걸이,「귀걸이」は穴を開けるものと開けないものを両方含む。,earrings
1724,いよいよ,いよいよ,드디어,,"finally, any moment"
2897,以来,いらい,이후,,since then
2194,いらいらする,いらいらする,짜증나다,,irritated
2918,いらっしゃる,いらっしゃる,계시다,,"come, go (honorific)"
1619,入り口,いりぐち,입구,,entrance
2754,医療,いりょう,의료,,"medical service, healthcare"
181,いる,いる,있다,,"be present, stay"
246,要る,いる,필요하다,,"need, require"
77,入れる,いれる,넣다,,put in
108,色,いろ,색깔,,color
962,色々,いろいろ,여러가지,,a variety of
2813,印象,いんしょう,인상,,impression
1590,インターネット,いんたーねっと,인터넷,,Internet
1174,インタビュー,いんたびゅー,인터뷰,,interview (loan word)
2342,インフレーション,いんふれーしょん,인플레이션,,inflation
2948,引用,いんよう,인용,,"quotation, citation"
2048,ウィスキー,ういすきー,위스키,,whisky
1629,ウール,うーる,면,,wool
329,上,うえ,위,,"up, above"
559,ウェーター,うえーたー,남자 종업원,,waiter
560,ウェートレス,うえーとれす,여자 종웝원,,waitress
2482,ウエスト,うえすと,허리,,waist
2034,植える,うえる,심다,,"plant, sow"
2215,うがい,うがい,가글,,gargling
2594,うきうきする,うきうきする,신나다,,excitedly
1467,受付,うけつけ,접수,,"receptionist, information office"
1584,受け付ける,うけつける,접수하다,,"receive, accept"
806,受け取る,うけとる,받다,,"receive, get"
1291,受ける,うける,받다,,"receive, take, undergo"
572,動かす,うごかす,움직이다,,move (something)
1851,動き,うごき,"움직임, 동작",,"movement, motion"
389,動く,うごく,움직이다,,move
2207,兎,うさぎ,토끼,,"rabbit, hare"
1099,牛,うし,소,,"cattle, cow"
2875,失う,うしなう,잃다,,"lose, miss"
207,後ろ,うしろ,뒤,,"back, behind"
464,薄い,うすい,얇다,,"thin, weak"
2158,薄暗い,うすぐらい,어슴푸레하다,,"gloomy, dim"
1410,嘘,うそ,거짓말,,lie
2345,嘘つき,うそつき,거짓말쟁이,,liar
731,歌,うた,노래,,song
143,歌う,うたう,부르다,,sing
2796,内,うち,안,,inside
2404,打ち合わせ,うちあわせ,미팅,,"meeting, arrangement"
1081,内側,うちがわ,안쪽,,"inside, interior"
2891,宇宙,うちゅう,우주,,"universe, space"
873,打つ,うつ,치다,,"hit, strike"
2114,うっかり,うっかり,저도 모르게,,"carelessly, accidentally"
101,美しい,うつくしい,아름답다,,beautiful
810,移す,うつす,옮기다,,"move, transfer"
1442,写す,うつす,찍다,,"copy, photograph"
2354,うつむく,うつむく,고개를 숙이다,,"look down, lower one’s eyes"
1280,写る,うつる,찍히다,,be photographed
1895,移る,うつる,옮다,,"move, shift"
166,腕,うで,팔,,arm
1443,腕時計,うでどけい,손목시계,,wrist watch
1539,うどん,うどん,우동,,Japanese wheat noodles
2542,鰻,うなぎ,장어,,eel
2134,頷く,うなずく,끄덕이다,,nod
894,馬,うま,말,,horse
728,上手い,うまい,잘하다,,good at
801,旨い,うまい,맛있다,,"sweet, delicious"
443,生まれる,うまれる,태어나다,,"be born, come into existence"
623,海,うみ,바다,,"sea, ocean"
1020,生む,うむ,낳다,,"give birth, produce"
1789,梅干し,うめぼし,매실 짱아치,,pickled plum
884,裏,うら,안쪽,,"the back, the reverse side"
1563,裏返す,うらがえす,뒤집다,,"turn over, turn inside out"
2119,羨ましい,うらやましい,부럽다,,"envious, jealous"
2406,売り上げ,うりあげ,매상,,"sales, proceeds"
492,売り切れ,うりきれ,매진,,sell out
1475,売り切れる,うりきれる,매진되다,,"sell out, go out of stock"
2027,売り場,うりば,매장,,"sales floor, department"
83,売る,うる,팔다,,sell
705,うるさい,うるさい,시끄럽다,,"noisy, annoying"
208,嬉しい,うれしい,기쁘다,,"happy, glad"
865,売れる,うれる,팔리다,,"sell, be in demand"
2147,うろうろする,うろうろする,돌아다니다,,"in a loafing-about manner, not really knowing what to do"
1459,上着,うわぎ,겉옷,,"outerwear, coat, jacket"
1870,噂,うわさ,소문,,"gossip, rumor"
1121,運賃,うんちん,운임,,(passenger) fare
816,運転,うんてん,운전,,drive
1039,運転手,うんてんしゅ,운전수,,driver
630,運動,うんどう,운동,,"movement, exercise"
1057,絵,え,그림,,"picture, painting"
2437,エアコン,えあこん,에어컨,,"air-conditioning, air conditioner"
2036,エアメール,えあめーる,에어메일,,airmail
632,映画,えいが,영화,,movie
1207,映画館,えいがかん,영화관,,movie theater
1934,影響,えいきょう,영향,,"influence, effect"
2831,営業,えいぎょう,영업,,"business, sales"
633,英語,えいご,영어,,English
2750,描く,えがく,그리다,,"depict, draw"
330,駅,えき,역,,train station
1325,駅員,えきいん,역직원,,station attendant
2412,駅前,えきまえ,역앞,,in front of the station
1419,エスカレーター,えすかれーたー,에스컬레이터,,escalator
2835,エネルギー,えねるぎー,에너지,,energy
1392,絵葉書,えはがき,그림엽서,,picture postcard
2564,海老,えび,새우,,shrimp
1460,偉い,えらい,"장하다, 지위가 높다",子どもが挨拶できて偉いのは「장하다」、社長が偉いのは「지위가 높다」,"great, eminent"
416,選ぶ,えらぶ,고르다,,"choose, elect"
2795,得る,える,얻다,,"obtain, gain"
983,エレベーター,えれべーたー,엘레베이터,,elevator
187,円,えん,엔,日本の通貨単位。,Japanese yen
794,円,えん,원,,circle
1776,エンジン,えんじん,엔진,,engine
2803,演奏,えんそう,연주,,musical performance
2661,円高,えんだか,엔고,,strong yen
1272,鉛筆,えんぴつ,연필,,pencil
1411,遠慮,えんりょ,사양,,"restraint, hold back"
2488,甥,おい,남자 조카,,nephew
2171,追い掛ける,おいかける,"쫓다, 쫓아가다, 쫓아오다",,"chase, run after"
331,美味しい,おいしい,맛있다,,tasty
186,お医者さん,おいしゃさん,의사 선생님,,doctor (polite)
2189,追い付く,おいつく,따라잡다,,catch up with
659,お祝い,おいわい,축하,,celebrate
2881,応援,おうえん,응원,,"support, cheering"
2981,応じる,おうじる,응하다,,"answer, comply with"
1647,横断歩道,おうだんほどう,횡단보도,,"pedestrian crossing, crosswalk"
1041,往復,おうふく,왕복,,round trip
1986,欧米,おうべい,구미,,Europe and America
2474,大雨,おおあめ,큰비,,heavy rain
3,多い,おおい,많다,,"a lot of, many"
1454,大分,だいぶ,꽤,,"greatly, fairly, highly"
1372,大型,おおがた,대형,,"large, large scale"
303,大きい,おおきい,크다,,big
811,大きさ,おおきさ,크기,,"size, dimension"
2523,大急ぎ,おおぎゅうぎ,아주 서두름,,in a great hurry
423,多く,おおく,많이,,"much, largely"
2465,大げさ,おおげさ,오버,,exaggerated
2444,大声,おおごえ,큰소리,,loud voice
1037,大勢,おおぜい,많이,,"large numbers, a lot of (people)"
2380,大手,おおて,대기업,,major company
1091,オートバイ,おおとばい,오토바이,,"motorbike, motorcycle"
1741,大幅,おおはば,대폭,,"drastically, substantially"
2491,大晦日,おおみそか,섣달그믐,,new year’s eve
2654,大喜びする,おおよろこびする,크게 기뻐하다,,great joy
212,お母さん,おかあさん,엄마,,mother (colloquial)
553,お菓子,おかし,과자,,"sweets, snacks"
1012,おかしい,おかしい,이상하다,,"strange, peculiar"
1233,可笑しい,おかしい,웃기다,,"funny, comical"
1487,おかず,おかず,반찬,,dishes to go with the rice
2646,起き上がる,おきあがる,일어나다,,"get up, rise"
52,起きる,おきる,일어나다,,"get up, get out of bed"
60,置く,おく,"두다, 놓다",,"put, place"
1043,奥,おく,안쪽,,"inner part, the back"
1518,億,おく,억,,hundred million
1015,奥さん,おくさん,사모님,,"(somone else’s) wife, married woman"
2124,屋上,おくじょう,옥상,,"housetop, rooftop"
1444,贈り物,おくりもの,선물,,"present, gift"
177,送る,おくる,보내다,,send
871,贈る,おくる,보내다,,"offer, give"
611,遅れる,おくれる,늦다,,be late
104,起こす,おこす,일으키다,,wake (someone) up
2090,行う,おこなう,"하다, 행하다",,"do, carry out"
175,起こる,おこる,일어나다,,happen
1468,怒る,おこる,화내다,,"get angry, scold"
2346,おごる,おごる,사 주다,,"treat, pay for (someone)"
780,おじ,おじ,"큰아버지, 작은아버지, 삼촌, 외삼촌, 고모부, 이모부",父の兄で既婚なら「큰아버지」、父の弟で既婚なら「작은아버지」、父の兄弟で未婚なら「삼촌」、母の兄弟なら「외삼촌」、父の姉妹の夫なら「고모부」、母の姉妹の夫なら「이모부」,(one’s own) uncle
482,お祖父さん,おじいさん,"할아버지, 외할아버지",一般的におじいさんは「할아버지」だが、特に母方の祖父は「외할아버지」,grandfather (colloquial)
1476,押し入れ,おしいれ,벽장,,sliding-door closet
78,教える,おしえる,가르치다,,"teach, tell"
1646,お辞儀,おじぎ,절,,bow
510,おじさん,おじさん,"아저씨, 큰아버지, 작은아버지, 삼촌, 외삼촌, 고모부, 이모부",親戚でないおじさんは「아저씨」、親戚のうち、父の兄で既婚なら「큰아버지」、父の弟で既婚なら「작은아버지」、父の兄弟で未婚なら「삼촌」、母の兄弟なら「외삼촌」、父の姉妹の夫なら「고모부」、母の姉妹の夫なら「이모부」,uncle
1326,おしゃべり,おしゃべり,수다,,"talkative, chatty"
1491,おしゃべりだ,おしゃべりだ,말이 많다,,"chatter, idle talk"
1342,おしゃれする,おしゃれする,멋을 내다,,"trendy, fashionable"
1420,お嬢さん,おじょうさん,아가씨,,"young lady, daughter"
985,押す,おす,밀다,,"push, press down"
1684,雄,おす,수컷,,male (animal)
1812,お世辞,おせじ,,,"compliment, flattery"
144,遅い,おそい,,,"slow, late"
1097,恐ろしい,おそろしい,,,"terrible, awful"
1693,お宅,おたく,,,(someone else’s) home
2350,おだてる,おだてる,,,flatter
2377,落ち着く,おちつく,,,"calm down, settle in"
750,お茶,おちゃ,,,tea (polite)
114,落ちる,おちる,떨어지다,,"fall, come down"
2861,おっしゃる,おっしゃる,,,"say, tell (honorific)"
195,夫,おっと,,,husband
778,お釣り,おつり,,,change (of money)
379,お手洗い,おてあらい,,,"toilet, bathroom"
2426,お手伝い,おてつだい,,,"help, assistance (polite)"
636,音,おと,,,"sound, noise"
235,お父さん,おとうさん,,,"father, dad (colloquial)"
351,弟,おとうと,,,younger brother
393,男,おとこ,,,"man, male"
169,男の子,おとこのこ,,,boy
2507,男らしい,おとこらしい,,,"manly, masculine"
2655,落とし物,おとしもの,,,lost property
859,落とす,おとす,,,drop
1196,訪れる,おとずれる,,,go and visit (place)
521,一昨日,おととい,,,the day before yesterday (colloquial)
1005,一昨年,おととい,,,the year before last (colloquial)
344,大人,おとな,,,adult
529,大人しい,おとなしい,,,"gentle, quiet"
2033,踊り,おどり,,,"dance, dancing"
997,踊る,おどる,,,dance
2296,驚き,おどろき,,,"surprise, amazement"
608,驚く,おどろく,,,"be surprised, be startled"
242,お腹,おなか,,,"stomach, belly"
20,同じ,おなじ,같다,,"same, identical"
302,お兄さん,おにいさん,,,older brother
2477,おにぎり,おにぎり,,,rice ball
287,お姉さん,おねえさん,,,older sister
336,お願い,おねがい,,,favor
781,おば,おば,,,(one’s own) aunt
512,お祖母さん,おばあさん,,,grandmother (colloquial)
511,おばさん,おばさん,,,aunt
2431,おばさん,おばさん,,,middle-aged woman
130,覚える,おぼえる,"외우다, 기억하다",,"memorize, learn"
493,お巡りさん,おまわりさん,,,police officer (colloquial)
557,お土産,おみやげ,,,souvenir (polite)
121,重い,おもい,무겁다,,heavy
2565,思い切って,おもいきって,,,"daringly, taking the plunge"
2224,思い切り,おもいきり,,,"to one’s heart’s content, with all one’s might"
802,思い出す,おもいだす,,,"recollect, recall"
2216,思い付く,おもいつく,,,"think of, hit upon"
1010,思い出,おもいで,,,memory
15,思う,おもう,생각하다,,think
1044,重さ,おもさ,,,weight
708,面白い,おもしろい,,,"interesting, amusing"
2148,重たい,おもたい,,,"heavy, serious"
1024,おもちゃ,おもちゃ,,,"toy, plaything"
1803,表,おもて,,,"front, outside"
1970,表,おもて,,,"table, list"
1828,主に,おもに,,,"mostly, predominantly"
1909,思わず,おもわず,,,"unintentionally, unconsciously"
198,親,おや,,,parent
2401,親子,おやこ,,,parent and child
2182,おやつ,おやつ,,,"snack, refreshment"
2122,親指,おやゆび,,,thumb
1030,泳ぐ,およぐ,,,swim
498,下りる,おりる,,,"go down, come down"
817,降りる,おりる,,,"get off, land"
1412,折る,おる,,,"break (something), fold (something)"
2963,おる,おる,,,"be present, stay (humble)"
2234,俺,おれ,,,I (masculine sense)
1519,お礼,おれい,,,"thanks, gratitude"
1353,折れる,おれる,,,"break, snap"
1304,オレンジ,おれんじ,,,orange
1404,下ろす,おろす,,,"bring down, take down"
1620,降ろす,おろす,,,"unload, set down"
2457,お詫び,おわび,,,"apologize, apology"
214,終わり,おわり,,,"end, conclusion"
45,終わる,おわる,끝나다,,"finish, end"
853,音楽,おんがく,,,music
1868,温泉,おんせん,,,hot spring
900,温度,おんど,,,temperature
395,女,おんな,,,woman
168,女の子,おんなのこ,,,little girl
2579,女らしい,おんならしい,,,"womanly, feminine"
1085,課,か,,,"section, division"
1508,蚊,か,,,mosquito
1287,カーテン,かーてん,,,curtain
1047,カード,かーど,,,card
1698,ガールフレンド,がーるふれんど,,,girlfriend
2679,会,かい,,,"meeting, association"
2932,会員,かいいん,,,"member (of an association, society, etc.)"
637,海外,かいがい,,,"overseas, abroad"
886,海岸,かいがん,,,"seashore, coast"
696,会議,かいぎ,,,"conference, meeting"
2076,解決,かいけつ,,,"solution, settlement"
449,外国,がいこく,,,foreign country
1201,外国語,がいこくご,,,language
638,外国人,がいこくじん,,,foreigner
2135,改札,かいさつ,,,ticket gate
751,改札口,かいさつぐち,,,ticket gate
1949,開始,かいし,,,beginning
421,会社,かいしゃ,,,"company, corporation"
2950,解釈,かいしゃく,,,"interpretation, explanation"
2870,会場,かいじょう,,,"venue, site"
2467,外食,がいしょく,,,"eating out, dining out"
1098,外人,がいじん,,,"foreigner, alien"
2822,改正,かいせい,,,"revision, amendment"
2883,解説,かいせつ,,,"explanation, commentary"
2833,改善,かいぜん,,,improvement
1049,階段,かいだん,,,"steps, flight of stairs"
1884,会長,かいちょう,,,"president, chairperson"
2877,回答,かいとう,,,"reply, answer"
1882,開発,かいはつ,,,development
2954,回復,かいふく,,,"recovery, recuperation"
471,買い物,かいもの,,,"shopping, purchase"
1273,会話,かいわ,,,conversation
17,買う,かう,사다,,buy
805,返す,かえす,,,"return, repay"
2407,かえって,かえって,,,"rather, instead"
1066,帰り,かえり,,,"return, going home"
70,帰る,かえる,돌아가다,「家に帰る」という時には「집에 가다」と表現することが多い。,go back home
294,変える,かえる,,,"change (something), alter"
1522,代える,かえる,,,substitute for
1720,換える,かえる,,,"exchange, convert"
2394,かえる,かえる,,,frog
44,顔,かお,얼굴,,face
2494,顔色,かおいろ,,,"complexion, facial expression"
2510,好奇心,かおきしん,,,curiosity
1775,抱える,かかえる,,,hold in one’s arms
1938,価格,かかく,,,"price, value"
890,科学,かがく,,,science
2351,かかと,かかと,,,heel
1209,鏡,かがみ,,,mirror
1621,掛かる,かかる,,,hang
2702,かかる,かかる,,,"catch (a cold, etc.), come down with"
2911,関わる,かかわる,,,"be involved, be concerned"
745,鍵,かぎ,,,"key, lock"
1461,書き方,かきかた,,,"how to write, way of writing"
2046,書留,かきとめ,,,registered mail
1880,書き取る,かきとる,,,"write down, note down"
2023,書き直す,かきなおす,,,rewrite
2766,限り,かぎり,,,limit
1373,限る,かぎる,,,be limited to
81,書く,かく,쓰다,,write
2220,かく,かく,,,scratch
2815,学習,がくしゅう,,,"study, learning"
33,学生,がくせい,학생,,student
1569,拡大,かくだい,,,"magnification, enlargement"
693,確認,かくにん,,,confirmation
2316,学歴,がくれき,,,educational background
1388,隠れる,かくれる,,,hide
2626,がくんと,がくんと,,,"sharply, significantly"
1670,掛け算,かけざん,,,multiplication
240,掛ける,かける,,,"hang, put on"
1853,過去,かこ,,,the past
1798,加工,かこう,,,processing
746,傘,かさ,,,"umbrella, parasol"
868,飾る,かざる,,,decorate
1288,火事,かじ,,,"fire, blaze"
1405,貸し出す,かしだす,,,"lend, lend out"
1847,歌手,かしゅ,,,singer
2149,かじる,かじる,,,"nibble, bite"
1018,貸す,かす,,,"lend, lease"
73,数,かず,수,,number
818,ガス,がす,,,gas (loan word)
248,風邪,かぜ,,,cold (illness)
889,風,かぜ,,,wind
1981,稼ぐ,かせぐ,,,"earn, make money"
581,風邪薬,かぜぐすり,,,cold medicine
1019,数える,かぞえる,,,count
441,家族,かぞく,,,"family, household"
2101,ガソリン,がそりん,,,gasoline
1451,ガソリンスタンド,がそりんすたんど,,,gas station
156,肩,かた,,,shoulder
